product_id,name,category,brand,price,description
1,Apple Football,Sports,Apple,29569,Apple Football in Sports category with premium quality features.
2,Apple Math Book,Books,Apple,3599,Apple Math Book in Books category with premium quality features.
3,Adidas Jacket,Fashion,Adidas,94188,Adidas Jacket in Fashion category with premium quality features.
4,Apple Business Book,Books,Apple,90338,Apple Business Book in Books category with premium quality features.
5,Loreal Smart Watch,Electronics,Loreal,6281,Loreal Smart Watch in Electronics category with premium quality features.
6,Nivea Air Purifier,Home Appliances,Nivea,56939,Nivea Air Purifier in Home Appliances category with premium quality features.
7,Acer Iron,Home Appliances,Acer,3469,Acer Iron in Home Appliances category with premium quality features.
8,Philips Programming Book,Books,Philips,52890,Philips Programming Book in Books category with premium quality features.
9,Mi Earbuds,Electronics,Mi,49359,Mi Earbuds in Electronics category with premium quality features.
10,HP Novel,Books,HP,66248,HP Novel in Books category with premium quality features.
11,Adidas Face Cream,Beauty,Adidas,28817,Adidas Face Cream in Beauty category with premium quality features.
12,Apple Story Book,Books,Apple,26841,Apple Story Book in Books category with premium quality features.
13,Lenovo Smart Watch,Electronics,Lenovo,41707,Lenovo Smart Watch in Electronics category with premium quality features.
14,Himalaya Programming Book,Books,Himalaya,67233,Himalaya Programming Book in Books category with premium quality features.
15,Himalaya Keyboard,Electronics,Himalaya,69044,Himalaya Keyboard in Electronics category with premium quality features.
16,Nivea Keyboard,Electronics,Nivea,49305,Nivea Keyboard in Electronics category with premium quality features.
17,Puma Sunscreen,Beauty,Puma,27320,Puma Sunscreen in Beauty category with premium quality features.
18,Samsung Deodorant,Beauty,Samsung,42983,Samsung Deodorant in Beauty category with premium quality features.
19,Adidas Ceiling Fan,Home Appliances,Adidas,76383,Adidas Ceiling Fan in Home Appliances category with premium quality features.
20,Loreal Hoodie,Fashion,Loreal,29565,Loreal Hoodie in Fashion category with premium quality features.
21,Adidas Refrigerator,Home Appliances,Adidas,66456,Adidas Refrigerator in Home Appliances category with premium quality features.
22,LG Face Wash,Beauty,LG,47673,LG Face Wash in Beauty category with premium quality features.
23,Himalaya AI Book,Books,Himalaya,62421,Himalaya AI Book in Books category with premium quality features.
24,HP Earbuds,Electronics,HP,80697,HP Earbuds in Electronics category with premium quality features.
25,LG Earbuds,Electronics,LG,99824,LG Earbuds in Electronics category with premium quality features.
26,Boat Face Cream,Beauty,Boat,77136,Boat Face Cream in Beauty category with premium quality features.
27,Mi Air Cooler,Home Appliances,Mi,40852,Mi Air Cooler in Home Appliances category with premium quality features.
28,Mi Sneakers,Fashion,Mi,68729,Mi Sneakers in Fashion category with premium quality features.
29,Dell Beard Oil,Beauty,Dell,94267,Dell Beard Oil in Beauty category with premium quality features.
30,Himalaya Beard Oil,Beauty,Himalaya,18237,Himalaya Beard Oil in Beauty category with premium quality features.
31,Puma Sneakers,Fashion,Puma,76300,Puma Sneakers in Fashion category with premium quality features.
32,Apple Watch,Fashion,Apple,95441,Apple Watch in Fashion category with premium quality features.
33,Himalaya Mixer,Home Appliances,Himalaya,94912,Himalaya Mixer in Home Appliances category with premium quality features.
34,OnePlus Basketball,Sports,OnePlus,5730,OnePlus Basketball in Sports category with premium quality features.
35,Nivea Gym Gloves,Sports,Nivea,44795,Nivea Gym Gloves in Sports category with premium quality features.
36,Lenovo Vacuum Cleaner,Home Appliances,Lenovo,81710,Lenovo Vacuum Cleaner in Home Appliances category with premium quality features.
37,Acer Shoes,Fashion,Acer,64744,Acer Shoes in Fashion category with premium quality features.
38,Sony Story Book,Books,Sony,22289,Sony Story Book in Books category with premium quality features.
39,Mi Gym Gloves,Sports,Mi,59394,Mi Gym Gloves in Sports category with premium quality features.
40,Realme Sports Shoes,Sports,Realme,54369,Realme Sports Shoes in Sports category with premium quality features.
41,Nivea Dumbbells,Sports,Nivea,80204,Nivea Dumbbells in Sports category with premium quality features.
42,Samsung Iron,Home Appliances,Samsung,10598,Samsung Iron in Home Appliances category with premium quality features.
43,Realme Exam Guide,Books,Realme,98436,Realme Exam Guide in Books category with premium quality features.
44,Dell Sunglasses,Fashion,Dell,48698,Dell Sunglasses in Fashion category with premium quality features.
45,Himalaya Science Book,Books,Himalaya,59747,Himalaya Science Book in Books category with premium quality features.
46,OnePlus Hoodie,Fashion,OnePlus,13285,OnePlus Hoodie in Fashion category with premium quality features.
47,Nike Face Wash,Beauty,Nike,17834,Nike Face Wash in Beauty category with premium quality features.
48,Apple Sports Shoes,Sports,Apple,71900,Apple Sports Shoes in Sports category with premium quality features.
49,Lenovo Math Book,Books,Lenovo,70669,Lenovo Math Book in Books category with premium quality features.
50,Mi Microwave,Home Appliances,Mi,94714,Mi Microwave in Home Appliances category with premium quality features.
51,Acer Jacket,Fashion,Acer,21359,Acer Jacket in Fashion category with premium quality features.
52,Sony Shampoo,Beauty,Sony,53266,Sony Shampoo in Beauty category with premium quality features.
53,OnePlus Shoes,Fashion,OnePlus,14613,OnePlus Shoes in Fashion category with premium quality features.
54,Himalaya Biography,Books,Himalaya,68432,Himalaya Biography in Books category with premium quality features.
55,Acer Cricket Bat,Sports,Acer,89188,Acer Cricket Bat in Sports category with premium quality features.
56,Philips Smartphone,Electronics,Philips,7630,Philips Smartphone in Electronics category with premium quality features.
57,Himalaya Helmet,Sports,Himalaya,33646,Himalaya Helmet in Sports category with premium quality features.
58,Loreal Deodorant,Beauty,Loreal,15168,Loreal Deodorant in Beauty category with premium quality features.
59,Puma Face Wash,Beauty,Puma,91676,Puma Face Wash in Beauty category with premium quality features.
60,Philips Math Book,Books,Philips,42301,Philips Math Book in Books category with premium quality features.
61,Samsung AI Book,Books,Samsung,97495,Samsung AI Book in Books category with premium quality features.
62,Lenovo Hair Oil,Beauty,Lenovo,72867,Lenovo Hair Oil in Beauty category with premium quality features.
63,OnePlus Power Bank,Electronics,OnePlus,83236,OnePlus Power Bank in Electronics category with premium quality features.
64,Dell Air Cooler,Home Appliances,Dell,22164,Dell Air Cooler in Home Appliances category with premium quality features.
65,Realme Cricket Bat,Sports,Realme,93328,Realme Cricket Bat in Sports category with premium quality features.
66,Samsung Cricket Bat,Sports,Samsung,7930,Samsung Cricket Bat in Sports category with premium quality features.
67,LG Biography,Books,LG,49778,LG Biography in Books category with premium quality features.
68,Nivea Cricket Bat,Sports,Nivea,45693,Nivea Cricket Bat in Sports category with premium quality features.
69,OnePlus Novel,Books,OnePlus,25868,OnePlus Novel in Books category with premium quality features.
70,Acer Cap,Fashion,Acer,66396,Acer Cap in Fashion category with premium quality features.
71,Asus Sunscreen,Beauty,Asus,55861,Asus Sunscreen in Beauty category with premium quality features.
72,Philips Sunglasses,Fashion,Philips,19432,Philips Sunglasses in Fashion category with premium quality features.
73,Samsung Tablet,Electronics,Samsung,2211,Samsung Tablet in Electronics category with premium quality features.
74,HP Skipping Rope,Sports,HP,44867,HP Skipping Rope in Sports category with premium quality features.
75,Lenovo Air Purifier,Home Appliances,Lenovo,42699,Lenovo Air Purifier in Home Appliances category with premium quality features.
76,Boat Shirt,Fashion,Boat,84277,Boat Shirt in Fashion category with premium quality features.
77,Loreal Football,Sports,Loreal,2701,Loreal Football in Sports category with premium quality features.
78,OnePlus Science Book,Books,OnePlus,84857,OnePlus Science Book in Books category with premium quality features.
79,Asus Refrigerator,Home Appliances,Asus,41541,Asus Refrigerator in Home Appliances category with premium quality features.
80,Puma T-Shirt,Fashion,Puma,45426,Puma T-Shirt in Fashion category with premium quality features.
81,OnePlus Face Cream,Beauty,OnePlus,95378,OnePlus Face Cream in Beauty category with premium quality features.
82,Adidas Programming Book,Books,Adidas,47861,Adidas Programming Book in Books category with premium quality features.
83,Philips Iron,Home Appliances,Philips,84143,Philips Iron in Home Appliances category with premium quality features.
84,Lenovo Sunscreen,Beauty,Lenovo,77552,Lenovo Sunscreen in Beauty category with premium quality features.
85,Lenovo Smartphone,Electronics,Lenovo,16652,Lenovo Smartphone in Electronics category with premium quality features.
86,Loreal Novel,Books,Loreal,34843,Loreal Novel in Books category with premium quality features.
87,Samsung Math Book,Books,Samsung,89229,Samsung Math Book in Books category with premium quality features.
88,Nivea Monitor,Electronics,Nivea,70148,Nivea Monitor in Electronics category with premium quality features.
89,Philips Skipping Rope,Sports,Philips,30129,Philips Skipping Rope in Sports category with premium quality features.
90,HP Math Book,Books,HP,21385,HP Math Book in Books category with premium quality features.
91,HP AI Book,Books,HP,48932,HP AI Book in Books category with premium quality features.
92,Philips Smart Watch,Electronics,Philips,65770,Philips Smart Watch in Electronics category with premium quality features.
93,Mi Sunglasses,Fashion,Mi,35684,Mi Sunglasses in Fashion category with premium quality features.
94,Loreal Shirt,Fashion,Loreal,45751,Loreal Shirt in Fashion category with premium quality features.
95,Lenovo Water Heater,Home Appliances,Lenovo,44683,Lenovo Water Heater in Home Appliances category with premium quality features.
96,Puma Business Book,Books,Puma,39307,Puma Business Book in Books category with premium quality features.
97,Mi Earbuds,Electronics,Mi,27298,Mi Earbuds in Electronics category with premium quality features.
98,Mi Monitor,Electronics,Mi,83772,Mi Monitor in Electronics category with premium quality features.
99,Puma Laptop,Electronics,Puma,48748,Puma Laptop in Electronics category with premium quality features.
100,Nike Story Book,Books,Nike,92281,Nike Story Book in Books category with premium quality features.
101,Asus Smart Watch,Electronics,Asus,98594,Asus Smart Watch in Electronics category with premium quality features.
102,Philips Novel,Books,Philips,78190,Philips Novel in Books category with premium quality features.
103,Boat Iron,Home Appliances,Boat,36395,Boat Iron in Home Appliances category with premium quality features.
104,Mi History Book,Books,Mi,70755,Mi History Book in Books category with premium quality features.
105,Boat Dumbbells,Sports,Boat,59411,Boat Dumbbells in Sports category with premium quality features.
106,Philips Monitor,Electronics,Philips,70002,Philips Monitor in Electronics category with premium quality features.
107,Dell Beard Oil,Beauty,Dell,26421,Dell Beard Oil in Beauty category with premium quality features.
108,Mi Math Book,Books,Mi,26202,Mi Math Book in Books category with premium quality features.
109,Realme Skipping Rope,Sports,Realme,73728,Realme Skipping Rope in Sports category with premium quality features.
110,Asus Speaker,Electronics,Asus,19298,Asus Speaker in Electronics category with premium quality features.
111,Boat History Book,Books,Boat,59144,Boat History Book in Books category with premium quality features.
112,Nike Novel,Books,Nike,36556,Nike Novel in Books category with premium quality features.
113,Nivea Dumbbells,Sports,Nivea,47415,Nivea Dumbbells in Sports category with premium quality features.
114,Acer Face Cream,Beauty,Acer,67876,Acer Face Cream in Beauty category with premium quality features.
115,Himalaya Shirt,Fashion,Himalaya,63886,Himalaya Shirt in Fashion category with premium quality features.
116,Mi Basketball,Sports,Mi,90508,Mi Basketball in Sports category with premium quality features.
117,Boat Washing Machine,Home Appliances,Boat,27568,Boat Washing Machine in Home Appliances category with premium quality features.
118,Adidas Earbuds,Electronics,Adidas,42298,Adidas Earbuds in Electronics category with premium quality features.
119,Apple Beard Oil,Beauty,Apple,90666,Apple Beard Oil in Beauty category with premium quality features.
120,Puma Monitor,Electronics,Puma,38031,Puma Monitor in Electronics category with premium quality features.
121,Nike Cap,Fashion,Nike,84310,Nike Cap in Fashion category with premium quality features.
122,Nivea Monitor,Electronics,Nivea,94528,Nivea Monitor in Electronics category with premium quality features.
123,Dell Tablet,Electronics,Dell,25426,Dell Tablet in Electronics category with premium quality features.
124,Realme Earbuds,Electronics,Realme,69468,Realme Earbuds in Electronics category with premium quality features.
125,Boat Vacuum Cleaner,Home Appliances,Boat,22051,Boat Vacuum Cleaner in Home Appliances category with premium quality features.
126,Asus Vacuum Cleaner,Home Appliances,Asus,80495,Asus Vacuum Cleaner in Home Appliances category with premium quality features.
127,Dell Basketball,Sports,Dell,37875,Dell Basketball in Sports category with premium quality features.
128,OnePlus Programming Book,Books,OnePlus,97138,OnePlus Programming Book in Books category with premium quality features.
129,Dell Iron,Home Appliances,Dell,23214,Dell Iron in Home Appliances category with premium quality features.
130,LG Body Lotion,Beauty,LG,20028,LG Body Lotion in Beauty category with premium quality features.
131,OnePlus Skipping Rope,Sports,OnePlus,77863,OnePlus Skipping Rope in Sports category with premium quality features.
132,Apple Deodorant,Beauty,Apple,95373,Apple Deodorant in Beauty category with premium quality features.
133,Nike Deodorant,Beauty,Nike,39159,Nike Deodorant in Beauty category with premium quality features.
134,Nike Novel,Books,Nike,25791,Nike Novel in Books category with premium quality features.
135,Sony Shampoo,Beauty,Sony,88243,Sony Shampoo in Beauty category with premium quality features.
136,Realme AI Book,Books,Realme,90972,Realme AI Book in Books category with premium quality features.
137,Philips Body Lotion,Beauty,Philips,40563,Philips Body Lotion in Beauty category with premium quality features.
138,Acer Ceiling Fan,Home Appliances,Acer,45381,Acer Ceiling Fan in Home Appliances category with premium quality features.
139,Asus Ceiling Fan,Home Appliances,Asus,24565,Asus Ceiling Fan in Home Appliances category with premium quality features.
140,Nike Watch,Fashion,Nike,57296,Nike Watch in Fashion category with premium quality features.
141,Realme Speaker,Electronics,Realme,21136,Realme Speaker in Electronics category with premium quality features.
142,Nivea Washing Machine,Home Appliances,Nivea,85071,Nivea Washing Machine in Home Appliances category with premium quality features.
143,Realme Jeans,Fashion,Realme,36692,Realme Jeans in Fashion category with premium quality features.
144,Samsung Laptop,Electronics,Samsung,57551,Samsung Laptop in Electronics category with premium quality features.
145,Boat Keyboard,Electronics,Boat,10667,Boat Keyboard in Electronics category with premium quality features.
146,LG AI Book,Books,LG,55333,LG AI Book in Books category with premium quality features.
147,Apple Tablet,Electronics,Apple,78798,Apple Tablet in Electronics category with premium quality features.
148,Nike Sneakers,Fashion,Nike,26539,Nike Sneakers in Fashion category with premium quality features.
149,Puma Earbuds,Electronics,Puma,73969,Puma Earbuds in Electronics category with premium quality features.
150,Lenovo Iron,Home Appliances,Lenovo,4408,Lenovo Iron in Home Appliances category with premium quality features.
151,HP Air Cooler,Home Appliances,HP,63152,HP Air Cooler in Home Appliances category with premium quality features.
152,Lenovo Mouse,Electronics,Lenovo,71994,Lenovo Mouse in Electronics category with premium quality features.
153,Adidas Iron,Home Appliances,Adidas,62561,Adidas Iron in Home Appliances category with premium quality features.
154,Himalaya Mouse,Electronics,Himalaya,67431,Himalaya Mouse in Electronics category with premium quality features.
155,Nike Washing Machine,Home Appliances,Nike,39626,Nike Washing Machine in Home Appliances category with premium quality features.
156,Apple History Book,Books,Apple,28408,Apple History Book in Books category with premium quality features.
157,Acer Jeans,Fashion,Acer,97099,Acer Jeans in Fashion category with premium quality features.
158,Lenovo Power Bank,Electronics,Lenovo,45929,Lenovo Power Bank in Electronics category with premium quality features.
159,Nike Smart Watch,Electronics,Nike,7787,Nike Smart Watch in Electronics category with premium quality features.
160,Samsung Mixer,Home Appliances,Samsung,38035,Samsung Mixer in Home Appliances category with premium quality features.
161,Mi T-Shirt,Fashion,Mi,37684,Mi T-Shirt in Fashion category with premium quality features.
162,Nivea Deodorant,Beauty,Nivea,70848,Nivea Deodorant in Beauty category with premium quality features.
163,Lenovo Exam Guide,Books,Lenovo,96213,Lenovo Exam Guide in Books category with premium quality features.
164,Samsung Shoes,Fashion,Samsung,32873,Samsung Shoes in Fashion category with premium quality features.
165,HP Helmet,Sports,HP,55372,HP Helmet in Sports category with premium quality features.
166,Adidas Helmet,Sports,Adidas,29921,Adidas Helmet in Sports category with premium quality features.
167,Puma Dumbbells,Sports,Puma,73527,Puma Dumbbells in Sports category with premium quality features.
168,Samsung Mixer,Home Appliances,Samsung,25234,Samsung Mixer in Home Appliances category with premium quality features.
169,Lenovo Skipping Rope,Sports,Lenovo,50662,Lenovo Skipping Rope in Sports category with premium quality features.
170,Nivea Power Bank,Electronics,Nivea,57290,Nivea Power Bank in Electronics category with premium quality features.
171,HP Novel,Books,HP,16283,HP Novel in Books category with premium quality features.
172,Samsung Sports Shoes,Sports,Samsung,29441,Samsung Sports Shoes in Sports category with premium quality features.
173,Lenovo Face Cream,Beauty,Lenovo,28602,Lenovo Face Cream in Beauty category with premium quality features.
174,Lenovo Lip Balm,Beauty,Lenovo,60283,Lenovo Lip Balm in Beauty category with premium quality features.
175,Puma Perfume,Beauty,Puma,97003,Puma Perfume in Beauty category with premium quality features.
176,HP Speaker,Electronics,HP,77688,HP Speaker in Electronics category with premium quality features.
177,Nike Air Purifier,Home Appliances,Nike,89321,Nike Air Purifier in Home Appliances category with premium quality features.
178,Acer Mixer,Home Appliances,Acer,66210,Acer Mixer in Home Appliances category with premium quality features.
179,Lenovo Power Bank,Electronics,Lenovo,59035,Lenovo Power Bank in Electronics category with premium quality features.
180,Nike Jeans,Fashion,Nike,57756,Nike Jeans in Fashion category with premium quality features.
181,Himalaya Sports Shoes,Sports,Himalaya,40624,Himalaya Sports Shoes in Sports category with premium quality features.
182,Dell Deodorant,Beauty,Dell,77914,Dell Deodorant in Beauty category with premium quality features.
183,OnePlus Air Purifier,Home Appliances,OnePlus,99620,OnePlus Air Purifier in Home Appliances category with premium quality features.
184,Asus Body Lotion,Beauty,Asus,27203,Asus Body Lotion in Beauty category with premium quality features.
185,Asus Shampoo,Beauty,Asus,33153,Asus Shampoo in Beauty category with premium quality features.
186,Acer Helmet,Sports,Acer,81740,Acer Helmet in Sports category with premium quality features.
187,Realme Iron,Home Appliances,Realme,43699,Realme Iron in Home Appliances category with premium quality features.
188,Acer Jacket,Fashion,Acer,10231,Acer Jacket in Fashion category with premium quality features.
189,Nivea Football,Sports,Nivea,37320,Nivea Football in Sports category with premium quality features.
190,Sony Math Book,Books,Sony,9722,Sony Math Book in Books category with premium quality features.
191,Asus Tennis Racket,Sports,Asus,19137,Asus Tennis Racket in Sports category with premium quality features.
192,Dell Microwave,Home Appliances,Dell,22366,Dell Microwave in Home Appliances category with premium quality features.
193,Realme Watch,Fashion,Realme,78743,Realme Watch in Fashion category with premium quality features.
194,OnePlus Yoga Mat,Sports,OnePlus,51963,OnePlus Yoga Mat in Sports category with premium quality features.
195,Sony Face Wash,Beauty,Sony,35464,Sony Face Wash in Beauty category with premium quality features.
196,Nivea Sunglasses,Fashion,Nivea,89561,Nivea Sunglasses in Fashion category with premium quality features.
197,Sony Refrigerator,Home Appliances,Sony,71003,Sony Refrigerator in Home Appliances category with premium quality features.
198,LG Shirt,Fashion,LG,1792,LG Shirt in Fashion category with premium quality features.
199,Mi History Book,Books,Mi,45389,Mi History Book in Books category with premium quality features.
200,Loreal Shoes,Fashion,Loreal,66890,Loreal Shoes in Fashion category with premium quality features.
201,Apple Washing Machine,Home Appliances,Apple,51267,Apple Washing Machine in Home Appliances category with premium quality features.
202,Nike Gym Gloves,Sports,Nike,75705,Nike Gym Gloves in Sports category with premium quality features.
203,Dell Washing Machine,Home Appliances,Dell,1639,Dell Washing Machine in Home Appliances category with premium quality features.
204,Puma Jacket,Fashion,Puma,82250,Puma Jacket in Fashion category with premium quality features.
205,Mi Cricket Bat,Sports,Mi,38894,Mi Cricket Bat in Sports category with premium quality features.
206,LG Cap,Fashion,LG,44379,LG Cap in Fashion category with premium quality features.
207,Lenovo Novel,Books,Lenovo,55860,Lenovo Novel in Books category with premium quality features.
208,Adidas Programming Book,Books,Adidas,18585,Adidas Programming Book in Books category with premium quality features.
209,Asus Basketball,Sports,Asus,27845,Asus Basketball in Sports category with premium quality features.
210,Boat Jeans,Fashion,Boat,33461,Boat Jeans in Fashion category with premium quality features.
211,Boat Programming Book,Books,Boat,67852,Boat Programming Book in Books category with premium quality features.
212,Acer Programming Book,Books,Acer,64780,Acer Programming Book in Books category with premium quality features.
213,Sony Air Cooler,Home Appliances,Sony,99223,Sony Air Cooler in Home Appliances category with premium quality features.
214,Boat Monitor,Electronics,Boat,55909,Boat Monitor in Electronics category with premium quality features.
215,Realme Keyboard,Electronics,Realme,21852,Realme Keyboard in Electronics category with premium quality features.
216,Nivea Mixer,Home Appliances,Nivea,61598,Nivea Mixer in Home Appliances category with premium quality features.
217,Philips AI Book,Books,Philips,20000,Philips AI Book in Books category with premium quality features.
218,Himalaya Vacuum Cleaner,Home Appliances,Himalaya,87842,Himalaya Vacuum Cleaner in Home Appliances category with premium quality features.
219,Mi Microwave,Home Appliances,Mi,13202,Mi Microwave in Home Appliances category with premium quality features.
220,Asus Ceiling Fan,Home Appliances,Asus,27639,Asus Ceiling Fan in Home Appliances category with premium quality features.
221,Loreal Exam Guide,Books,Loreal,79473,Loreal Exam Guide in Books category with premium quality features.
222,Acer Shampoo,Beauty,Acer,35579,Acer Shampoo in Beauty category with premium quality features.
223,Apple Perfume,Beauty,Apple,97451,Apple Perfume in Beauty category with premium quality features.
224,Lenovo Earbuds,Electronics,Lenovo,76185,Lenovo Earbuds in Electronics category with premium quality features.
225,Sony Smartphone,Electronics,Sony,29294,Sony Smartphone in Electronics category with premium quality features.
226,Adidas Earbuds,Electronics,Adidas,41960,Adidas Earbuds in Electronics category with premium quality features.
227,Lenovo Basketball,Sports,Lenovo,37130,Lenovo Basketball in Sports category with premium quality features.
228,Acer Water Heater,Home Appliances,Acer,735,Acer Water Heater in Home Appliances category with premium quality features.
229,Realme Face Wash,Beauty,Realme,87628,Realme Face Wash in Beauty category with premium quality features.
230,Loreal Sports Shoes,Sports,Loreal,68120,Loreal Sports Shoes in Sports category with premium quality features.
231,Samsung Sunglasses,Fashion,Samsung,28580,Samsung Sunglasses in Fashion category with premium quality features.
232,Acer Ceiling Fan,Home Appliances,Acer,88584,Acer Ceiling Fan in Home Appliances category with premium quality features.
233,Nike Tennis Racket,Sports,Nike,63308,Nike Tennis Racket in Sports category with premium quality features.
234,Adidas Iron,Home Appliances,Adidas,1756,Adidas Iron in Home Appliances category with premium quality features.
235,Mi Jeans,Fashion,Mi,7744,Mi Jeans in Fashion category with premium quality features.
236,Himalaya Biography,Books,Himalaya,54749,Himalaya Biography in Books category with premium quality features.
237,HP Iron,Home Appliances,HP,44517,HP Iron in Home Appliances category with premium quality features.
238,Mi Power Bank,Electronics,Mi,36499,Mi Power Bank in Electronics category with premium quality features.
239,Himalaya Hoodie,Fashion,Himalaya,66560,Himalaya Hoodie in Fashion category with premium quality features.
240,Acer Water Heater,Home Appliances,Acer,79889,Acer Water Heater in Home Appliances category with premium quality features.
241,Asus Smartphone,Electronics,Asus,30353,Asus Smartphone in Electronics category with premium quality features.
242,Asus AI Book,Books,Asus,40377,Asus AI Book in Books category with premium quality features.
243,Mi Novel,Books,Mi,58651,Mi Novel in Books category with premium quality features.
244,OnePlus Watch,Fashion,OnePlus,41596,OnePlus Watch in Fashion category with premium quality features.
245,OnePlus Cap,Fashion,OnePlus,31078,OnePlus Cap in Fashion category with premium quality features.
246,Samsung Laptop,Electronics,Samsung,20308,Samsung Laptop in Electronics category with premium quality features.
247,Dell Shirt,Fashion,Dell,92139,Dell Shirt in Fashion category with premium quality features.
248,Dell Face Cream,Beauty,Dell,30065,Dell Face Cream in Beauty category with premium quality features.
249,Samsung Business Book,Books,Samsung,10628,Samsung Business Book in Books category with premium quality features.
